cik	ticker
1201792	APEI
1500861	APEX
919808	APF
35083	APFC
350832	APFC
724915	APGE
932699	APGI
820313	APH
1490054	APHD
1490054	APHD
1096653	APHG
840319	APHT
1100592	APHY
869986	API
747435	APII
1130258	APKT
1092914	APL
1040721	APLL
1040721	APLL
932112	APLX
217084	APN
1167419	APNB
4164	APNI
830736	APNO
872947	APNS
1065645	APO
1411494	APO
6845	APOG
929887	APOL
1336545	APP
818033	APPA
853665	APPB
1346352	APPLIED
1141399	APPX
949577	APQCF
1114098	APRJ
1175167	APRO
1098803	APRS
741696	APSG
705868	APSP
884269	APT
1025637	APT
1076462	APTD
1114973	APTI
1087277	APTM
1481832	APTS
932628	APU
1399233	APWR
817998	APX
1429684	APXG
742248	APXR
1260625	APXWF
712815	APY
1114655	AQA
1213111	AQAS
1081242	AQCI
920854	AQIS
918997	AQNM
1071806	AQNT
1121783	AQQ
1023367	AQRO
1391135	AQSP
1381324	AQUM
1068104	AQVB
1348104	AQWT
1433270	AR
1083922	ARAO
1138723	ARAY
109758	ARB
1084755	ARBA
1311953	ARBC
710782	ARBE
7059	ARBR
1136655	ARBX
1305168	ARC
1287750	ARCC
862861	ARCI
1470699	ARCL
1507385	ARCP
1410997	ARCT
826326	ARCW
1583744	ARCX
1123871	ARD
1515324	ARDC
1109537	ARDI
1013238	ARDM
225051	ARDNA
1035443	ARE
876490	ARES
820901	ARET
1405073	AREX
1327228	ARF
1343668	ARF
804212	ARG
1072313	ARGA
1332585	ARGL
903129	ARGN
812482	ARHN
1013794	ARI
1467760	ARI
884731	ARIA
1344596	ARII
879796	ARIS
879796	ARIS
1072343	ARJ
896665	ARK
925662	ARKN
779544	ARKR
827165	ARL
1102238	ARL
1086600	ARLP
1303163	ARMC
1211768	ARME
814339	ARMF
1572280	ARMF
1584509	ARMK
1415543	ARMX
1080709	ARNA
1195116	ARNI
1195116	ARNI
1168213	ARO
1397951	AROC
891705	AROU
717538	AROW
1532750	ARP
1548981	ARPI
1019695	ARQL
1428205	ARR
1427433	ARRI
886046	ARRO
1141107	ARRS
1100412	ARRY
202890	ARS
1085069	ARSC
7039	ARSD
1368582	ARST
1419178	ART
1129458	ARTB
1005010	ARTC
1095079	ARTD
1351197	ARTE
1086195	ARTG
1537561	ARTH
1048982	ARTI
1168738	ARTI
790071	ARTL
863110	ARTNA
7623	ARTW
916529	ARTX
1173752	ARUN
752391	ARUR
810208	ARUZ
772320	ARVT
772320	ARVT
7536	ARW
795255	ARWD
61494	ARWM
879407	ARWR
1487990	ARX
1037049	ARXG
1319439	ARXT
2601	ARXX
1410064	ARYX
7645	ASA
1230869	ASA
793961	ASAA
8497	ASAM
1104174	ASAP
1339854	ASAP
843494	ASB
1520300	ASBB
7789	ASBC
1230833	ASBH
855574	ASBI
944304	ASBP
912145	ASCA
799089	ASCL
763245	ASCM
1437106	ASCMA
1095583	ASCX
836102	ASD
1311735	ASDI
1073874	ASDP
73942	ASE
5768	ASEI
1027229	ASEJF
1027240	ASEJF
1349976	ASEN
1064025	ASFE
1001258	ASFI
877931	ASFT
786035	ASG
890564	ASGN
877476	ASGR
7694	ASH
1305014	ASH
1120521	ASHC
1009891	ASHN
810774	ASHW
820774	ASHW
783603	ASI
1100969	ASIA
1067873	ASIQ
1067873	ASIQ
7951	ASIT
1460290	ASKE
1511161	ASKH
1054298	ASKJ
1319849	ASM
80737	ASN
1156826	ASN
1498301	ASNA
1011060	ASNB
1373479	ASND
913598	ASNT
3133	ASO
1409741	ASO
878930	ASP
1021917	ASPE
886235	ASPM
319458	ASPN
1158235	ASPR
1462418	ASPS
779390	ASPT
1487198	ASPU
1314026	ASPV
1424640	ASPW
860749	ASPXQ
1070789	ASPZ
1393526	ASRS
707605	ASRV
1160798	ASST
1001907	ASTC
792987	ASTE
1063293	ASTI
1350102	ASTI
887359	ASTM
1099066	ASTR
1432967	ASTV
884144	ASUR
1404935	ASUV
875354	ASV
926763	ASVI
1001516	ASWT
1441649	ASWV
1389072	ASXHTW
8038	ASXI
720500	ASYS
909326	ASYT
65873	AT
1419242	AT
823876	ATA
933405	ATAC
898904	ATAHQ
1002607	ATAR
1059142	ATAXZ
1059142	ATAXZ
1305507	ATB
1087790	ATBC
1157758	ATC
1192494	ATCI
924383	ATCO
945989	ATEA
1350653	ATEC
878547	ATEG
885520	ATEK
1310630	ATER
710807	ATGI
1003607	ATGN
1574648	ATHL
1131096	ATHN
1136331	ATHO
1140486	ATHR
1018963	ATI
866121	ATK
792449	ATL
1464343	ATLC
1132651	ATLO
948975	ATLRS
1279228	ATLS
1283810	ATLS
1294208	ATLS
1294476	ATLS
1335236	ATLS
1336339	ATLS
1342514	ATLS
1347218	ATLS
1357361	ATLS
1374985	ATLS
1379763	ATLS
1399541	ATLS
1399542	ATLS
1432987	ATLS
1433833	ATLS
1487561	ATLS
1041577	ATMI
872448	ATML
8302	ATMR
842695	ATMS
892147	ATN
1368802	ATN
879585	ATNI
1388320	ATNM
108107	ATNY
731802	ATO
1269022	ATOC
1488039	ATOS
1123647	ATPG
745543	ATPT
896622	ATR
1323885	ATRC
701288	ATRI
908598	ATRM
8063	ATRO
1016169	ATRS
1139650	ATRS
809875	ATRX
894081	ATSG
824068	ATSI
23071	ATSN
1014052	ATSX
1071157	ATTG
893821	ATTU
6955	ATU
860543	ATVG
860554	ATVG
718877	ATVI
8411	ATW
1074436	ATWO
25793	ATX
1278263	ATXG
1289046	AUAG
750574	AUBN
1061288	AUCAF
1086434	AUDC
815353	AUDY
859792	AUGB
1004605	AUGC
1137204	AUGME
8598	AUGR
1063527	AUGT
1145328	AULN
1295803	AULO
723639	AULT
1011509	AUM
1450708	AURM
1117073	AURMF
1382943	AUSE
826253	AUSI
1138830	AUTH
351017	AUTO
1366899	AUUM
1182129	AUXL
1011432	AUXO
1116521	AV
104918	AVA
744218	AVAN
1368622	AVAV
915912	AVB
919956	AVCA
737243	AVCC
315428	AVCS
1109808	AVCT
5981	AVD
1054825	AVDI
1095792	AVDS
1325879	AVEO
1528903	AVG
1119046	AVGG
932903	AVGN
1441634	AVGO
39677	AVHI
896841	AVID
1048701	AVIT
1499686	AVIV
1219120	AVK
701650	AVL
1096620	AVMD
354699	AVNA
1161924	AVNC
1405045	AVNF
858803	AVNR
878802	AVNT
1100006	AVNU
1377789	AVNW
1056794	AVNX
1125051	AVNY
316537	AVOC
1096656	AVOX
8868	AVP
8868	AVP
1323639	AVPA
930817	AVPN
1358110	AVR
823314	AVRC
710217	AVRT
1285043	AVRW
1162192	AVRX
852437	AVSO
1111632	AVSR
707063	AVSY
8858	AVT
1431888	AVTC
1405249	AVTD
814008	AVTI
1094847	AVUG
1416299	AVVC
1092534	AVVW
789667	AVWI
859163	AVX
1015441	AVXT
8818	AVY
1311396	AVZA
848865	AW
1029863	AWA
1366684	AWAY
726990	AWBC
1138234	AWE
1162200	AWEC
906013	AWF
890881	AWG
927914	AWGI
1163348	AWH
7431	AWI
915390	AWIN
1410636	AWK
1089531	AWLD
1359504	AWMM
1265840	AWNE
1390195	AWP
1056903	AWR
1026980	AWRCF
1015739	AWRE
867687	AWSR
1048422	AWWC
1061069	AWX
1107389	AX
867665	AXAS
1374796	AXC
727207	AXDX
52795	AXE
1413609	AXG
788738	AXGR
1514946	AXIM
1399095	AXIO
1113643	AXJ
1062231	AXL
1002577	AXLE
805264	AXLL
1470177	AXLX
947427	AXO
4962	AXP
1028153	AXPW
6207	AXR
45621	AXRX
1214816	AXS
710597	AXSI
1092492	AXST
1386262	AXTG
1051627	AXTI
1015172	AXTV
1144130	AXVC
206030	AXYS
1378451	AYA
3673	AYE
1144215	AYI
1162030	AYN
1362988	AYR
1127454	AYSI
789606	AZGS
851726	AZMNE
866787	AZO
866787	AZO
1099561	AZOI
356942	AZPN
929940	AZPN
1093673	AZRI
1518749	AZTAU
1055458	AZTC
852807	AZTR
1000897	AZUR
8947	AZZ
9984	B
12927	BA
1529139	BAAP
1529140	BAAP
1529141	BAAP
1529142	BAAP
1529138	BAAPMAST
1529138	BAAPMASTER
1123596	BABB
1345865	BABL
878526	BABY
70858	BAC
70858	BAC
1119700	BACL
1181026	BAF
1133409	BAFI
949373	BAGL
1443646	BAH
1474042	BALT
891919	BAMM
1169770	BANC
760498	BANF
1481504	BANJ
946673	BANR
1578987	BANX
1086473	BANY
764897	BARA
1295557	BARE
1109525	BARI
1372334	BARS
878483	BARZ
1454124	BARZ
1454124	BARZ
1109189	BAS
720154	BASI
845851	BATP
1068231	BATS
1519917	BATS
1171689	BAWC
10456	BAX
1134224	BAXS
1230355	BAXS
1034594	BAYK
1089787	BAYN
806175	BAYW
96287	BBA
1018354	BBAL
1106942	BBBB
1335792	BBBI
886158	BBBY
1128361	BBCN
1178552	BBCZ
1021009	BBDC
1157004	BBDS
1357371	BBEP
1137392	BBF
1172139	BBG
1099160	BBGI
1409477	BBGR
1085734	BBI
1126577	BBIC
839439	BBJE
1167467	BBK
748268	BBLF
1368637	BBLS
1422109	BBLU
1493683	BBN
1381325	BBND
1304740	BBNK
849547	BBOX
15840	BBR
1396302	BBRD
1495479	BBRG
1176193	BBSE
902791	BBSI
92230	BBT
1009652	BBUC
1415586	BBVVF
1113809	BBW
921768	BBX
764478	BBY
14930	BC
1383852	BCAE
1365997	BCAR
814929	BCAS
1228454	BCBP
1328581	BCC
1509589	BCEI
718916	BCF
1368893	BCF
1170103	BCFT
1012887	BCGI
889285	BCHP
1009405	BCII
276400	BCIS
1181027	BCK
949721	BCKE
1176196	BCL
1137883	BCLI
1381873	BCLR
1496741	BCLX
78890	BCO
1103345	BCON
1313275	BCOV
1082084	BCP
9326	BCPC
9892	BCR
919605	BCRA
1582086	BCRH
882796	BCRX
1052101	BCSB
1391137	BCSB
1095600	BCSI
740726	BCST
892789	BCT
351541	BCTI
1099353	BCTS
9521	BCV
1506289	BCX
1310685	BCXP
1399587	BCYP
1100124	BDAY
1331301	BDBD
913142	BDC
1179090	BDCG
1065598	BDCN
793306	BDCO
1022844	BDE
1304069	BDE
30125	BDF
1418196	BDFHD
9534	BDG
846617	BDGE
1332283	BDJ
12355	BDK
12040	BDL
837472	BDLSQ
948072	BDMS
790816	BDN
1019439	BDOG
1000683	BDR
1103021	BDSI
1277350	BDT
1341259	BDTY
1265316	BDV
73048	BDVM
10795	BDX
864268	BDY
1113247	BE
1122063	BEAC
1285206	BEAI
789073	BEAM
912960	BEAR
1031798	BEAS
1113784	BEAT
1574774	BEAT
861361	BEAV
1059272	BEBE
840467	BEC
1124941	BECN
910079	BED
1057436	BEE
1432139	BEES
1041866	BEIQ
729580	BELFB
900708	BELM
1399761	BELV
1452164	BEMG
38777	BEN
1307155	BEO
1331948	BEO
895921	BEOSZ
11544	BER
1438884	BER
759718	BERK
1229089	BERX
919463	BERY
1378992	BERY
1387983	BESN
1005214	BETM
1040441	BEV
1020477	BEVI
1034755	BEXP
1397346	BEYS
1005502	BEYV
9342	BEZ
1060559	BFAM
1437578	BFAM
14693	BFB
1302176	BFBC
890514	BFC
315858	BFCF
948515	BFD
1386369	BFD
1401573	BFED
814856	BFEN
1366925	BFFI
1448597	BFGC
1303942	BFIN
1137393	BFK
1030896	BFLY
949228	BFNB
1181249	BFO
1370489	BFRE
1282393	BFRM
907254	BFS
1310313	BFSB
1495648	BFSO
770944	BFT
350200	BFTC
1132809	BFUN
1176197	BFY
1137391	BFZ
1144519	BG
768216	BGAT
1504234	BGB
1546429	BGB
1354213	BGBR
886035	BGC
1094831	BGCP
1382519	BGCP
1089272	BGCT
1444377	BGEM
714655	BGEN
1278027	BGF
1156388	BGFV
14195	BGG
1359055	BGH
1521404	BGH
1119897	BGHM
355590	BGII
1174741	BGLA
1407038	BGMD
1012466	BGMR
754128	BGNK
940510	BGP
1306550	BGR
706777	BGRH
1160598	BGRN
1441362	BGSI
1287480	BGT
1393299	BGY
801128	BHAG
743367	BHB
889608	BHB
1024321	BHBC
857872	BHBH
1165216	BHD
863436	BHE
808362	BHI
912061	BHIP
1160864	BHK
1412914	BHL
1108134	BHLB
11860	BHMSQ
1388319	BHRT
1202157	BHS
1169034	BHV
1349371	BHWX
1068234	BHY
945489	BI
1127242	BIBO
1451980	BICL
1062431	BICO
823094	BID
1169028	BIE
1320869	BIEL
102426	BIF
768835	BIG
1087853	BIGR
875045	BIIB
1083146	BIMS
1385228	BIND
12208	BIO
1475430	BIO
1534287	BIOA
1322505	BIOD
1373670	BIOF
860451	BIOI
811240	BIOL
719711	BIOQ
101473	BIOS
1014739	BIOS
1264899	BIOV
1084000	BIPH
1178862	BIR
1494722	BISN
1562818	BIT
822418	BITI
818813	BITS
1028205	BIVN
1169237	BIW
1085866	BIZ
1438576	BIZM
1037461	BJ
810084	BJCT
1281696	BJGP
1013488	BJRI
864328	BJS
1159038	BJZ
9626	BK
1390777	BK
707604	BKBK
735993	BKBOE
1352801	BKC
1499361	BKCT
1332349	BKD
885245	BKE
1392091	BKEP
9235	BKFG
1527383	BKGM
1130464	BKH
857853	BKHB
899597	BKI
1390312	BKJ
1181250	BKK
891377	BKLYY
1223550	BKMM
1123270	BKMU
894242	BKN
1398006	BKOR
9263	BKR
1171032	BKRS
890491	BKS
1007273	BKSC
1367001	BKSD
830134	BKST
832327	BKT
1350770	BKTK
1504008	BKU
894490	BKUNA
1547282	BKW
934547	BKYF
1019034	BKYI
71525	BL
1174907	BLAK
1299059	BLAP
1423107	BLBK
356080	BLC
805792	BLD
1316835	BLDR
1176194	BLE
1255145	BLF
899049	BLFE
834365	BLFS
1102358	BLGA
880242	BLGO
1446727	BLGW
1510775	BLGX
1159039	BLH
1139683	BLHL
1378590	BLIN
1169031	BLJ
1060021	BLK
1364742	BLK
1280058	BLKB
9389	BLL
1193158	BLLD
840573	BLLI
1546417	BLMN
726294	BLMT
1522420	BLMT
890519	BLN
1077637	BLNM
1175685	BLOG
1223862	BLOX
1169440	BLQN
12779	BLRGZ
1168458	BLRV
732713	BLS
355007	BLSC
225926	BLSH
94784	BLSI
1392121	BLSM
1419582	BLSP
1419582	BLSP
1419582	BLSP
1419582	BLSP
1419582	BLSP
1103092	BLSV
1001606	BLT
869187	BLTA
1104594	BLTV
810439	BLU
736822	BLUD
1077814	BLUE
1293971	BLUE
1365748	BLUG
317889	BLVT
1233681	BLW
1428389	BLXX
924805	BMBM
835729	BMC
80751	BMCP
1314966	BME
314712	BMER
351346	BMET
1162177	BMGX
1046356	BMHC
9092	BMI
1011972	BMKS
15486	BMLS
215310	BMM
1275477	BMM
877358	BMN
1058767	BMOD
1307579	BMOM
1062273	BMPI
1289236	BMR
73290	BMRA
804563	BMRB
1403475	BMRC
1048477	BMRN
11199	BMS
1079282	BMSN
793041	BMSR
882346	BMT
802681	BMTC
1138400	BMTI
1443062	BMTL
1082492	BMVH
